Unique Key,Created Date,Closed Date,Agency,Complaint Type,Descriptor,Location Type,Incident Zip,Borough,Status,Resolution Description
8646,03/25/2023 12:00:00 AM,04/30/2023 12:00:00 AM,DSNY,Street Condition,Descriptor for Traffic Signal Condition,Street/Sidewalk,11215,BROOKLYN,Open,Resolution for complaint 8645
8647,10/25/2023 12:00:00 AM,02/16/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Street Condition,Residential Building,11215,BROOKLYN,Pending,Resolution for complaint 8646
8648,01/30/2023 12:00:00 AM,,NYPD,Blocked Driveway,Descriptor for Graffiti,Commercial Building,10001,BRONX,Open,
8649,03/16/2023 12:00:00 AM,03/02/2023 12:00:00 AM,DSNY,Street Light Condition,Descriptor for Graffiti,Residential Building,10003,STATEN ISLAND,Pending,Resolution for complaint 8648
8650,06/13/2023 12:00:00 AM,05/22/2023 12:00:00 AM,DPR,Illegal Parking,Descriptor for Noise - Residential,Park/Playground,10301,MANHATTAN,Open,Resolution for complaint 8649
8651,08/25/2023 12:00:00 AM,08/04/2023 12:00:00 AM,FDNY,Building/Use,Descriptor for Paint/Plaster,Commercial Building,10001,BRONX,Closed,Resolution for complaint 8650
8652,12/21/2023 12:00:00 AM,,DPR,Graffiti,Descriptor for Rodent,School,10003,MANHATTAN,Closed,Resolution for complaint 8651
8653,03/11/2023 12:00:00 AM,09/09/2023 12:00:00 AM,FDNY,Water System,Descriptor for Paint/Plaster,Commercial Building,10001,BROOKLYN,Pending,Resolution for complaint 8652
8654,07/02/2023 12:00:00 AM,10/27/2023 12:00:00 AM,DOB,Illegal Parking,Descriptor for Illegal Parking,Residential Building,10301,BROOKLYN,Pending,
8655,03/25/2023 12:00:00 AM,03/04/2023 12:00:00 AM,FDNY,Air Quality,Descriptor for Noise - Residential,Commercial Building,11372,QUEENS,Closed,Resolution for complaint 8654
8656,01/28/2023 12:00:00 AM,05/07/2023 12:00:00 AM,DEP,Illegal Parking,Descriptor for Graffiti,Commercial Building,11215,BROOKLYN,In Progress,
8657,05/20/2023 12:00:00 AM,06/14/2023 12:00:00 AM,DOB,Street Condition,Descriptor for Building/Use,Street/Sidewalk,10003,BROOKLYN,Pending,
8658,07/04/2023 12:00:00 AM,02/26/2023 12:00:00 AM,DPR,Illegal Parking,Descriptor for Street Condition,Street/Sidewalk,10003,BROOKLYN,Pending,Resolution for complaint 8657
8659,08/03/2023 12:00:00 AM,,FDNY,Plumbing,Descriptor for Street Light Condition,Park/Playground,11215,QUEENS,Open,Resolution for complaint 8658
8660,11/22/2023 12:00:00 AM,08/18/2023 12:00:00 AM,FDNY,Paint/Plaster,Descriptor for Illegal Parking,Residential Building,10001,MANHATTAN,Open,
8661,07/02/2023 12:00:00 AM,06/18/2023 12:00:00 AM,DEP,Street Condition,Descriptor for Traffic Signal Condition,School,10002,BRONX,Pending,Resolution for complaint 8660
8662,01/25/2023 12:00:00 AM,03/10/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Noise - Residential,Street/Sidewalk,11215,BRONX,Pending,Resolution for complaint 8661
8663,05/29/2023 12:00:00 AM,,DPR,Paint/Plaster,Descriptor for Building/Use,School,10301,STATEN ISLAND,In Progress,Resolution for complaint 8662
8664,05/30/2023 12:00:00 AM,10/16/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Noise - Residential,School,10451,BROOKLYN,Open,Resolution for complaint 8663
8665,09/29/2023 12:00:00 AM,02/20/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Illegal Parking,Residential Building,11201,MANHATTAN,Pending,Resolution for complaint 8664
8666,11/24/2023 12:00:00 AM,05/13/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Air Quality,Street/Sidewalk,10451,MANHATTAN,Closed,Resolution for complaint 8665
8667,02/09/2023 12:00:00 AM,,NYPD,Paint/Plaster,Descriptor for Water System,School,11201,BRONX,Closed,Resolution for complaint 8666
8668,09/21/2023 12:00:00 AM,11/24/2023 12:00:00 AM,DEP,Illegal Parking,Descriptor for Street Light Condition,Commercial Building,10002,MANHATTAN,Open,Resolution for complaint 8667
8669,04/10/2023 12:00:00 AM,,DPR,Water System,Descriptor for Sanitation Condition,Commercial Building,11372,MANHATTAN,Pending,Resolution for complaint 8668
8670,11/18/2023 12:00:00 AM,11/03/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Air Quality,Residential Building,10451,QUEENS,In Progress,Resolution for complaint 8669
8671,04/04/2023 12:00:00 AM,04/27/2023 12:00:00 AM,DOB,Sanitation Condition,Descriptor for Street Light Condition,Park/Playground,11372,BROOKLYN,Pending,
8672,02/18/2023 12:00:00 AM,01/10/2023 12:00:00 AM,HPD,Air Quality,Descriptor for Illegal Parking,Residential Building,10451,QUEENS,In Progress,Resolution for complaint 8671
8673,11/03/2023 12:00:00 AM,,DSNY,Building/Use,Descriptor for Blocked Driveway,Park/Playground,10451,QUEENS,Pending,Resolution for complaint 8672
8674,03/27/2023 12:00:00 AM,08/11/2023 12:00:00 AM,DEP,Blocked Driveway,Descriptor for Sanitation Condition,School,10002,STATEN ISLAND,Closed,Resolution for complaint 8673
8675,10/06/2023 12:00:00 AM,07/09/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Traffic Signal Condition,Street/Sidewalk,11215,BRONX,Pending,
8676,06/15/2023 12:00:00 AM,08/05/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Blocked Driveway,Park/Playground,10001,MANHATTAN,Open,Resolution for complaint 8675
8677,06/11/2023 12:00:00 AM,08/28/2023 12:00:00 AM,NYPD,Building/Use,Descriptor for Graffiti,Street/Sidewalk,11201,STATEN ISLAND,Open,Resolution for complaint 8676
8678,12/17/2023 12:00:00 AM,,DPR,Air Quality,Descriptor for Plumbing,Commercial Building,11215,MANHATTAN,Open,Resolution for complaint 8677
8679,06/04/2023 12:00:00 AM,08/15/2023 12:00:00 AM,DPR,Street Condition,Descriptor for Blocked Driveway,Residential Building,11215,MANHATTAN,Pending,Resolution for complaint 8678
8680,05/19/2023 12:00:00 AM,,DSNY,Rodent,Descriptor for Noise - Residential,School,11372,BROOKLYN,In Progress,Resolution for complaint 8679
8681,12/17/2023 12:00:00 AM,02/01/2023 12:00:00 AM,HPD,Building/Use,Descriptor for Graffiti,School,11215,BRONX,Pending,Resolution for complaint 8680
8682,12/24/2023 12:00:00 AM,08/26/2023 12:00:00 AM,DEP,Paint/Plaster,Descriptor for Street Condition,Commercial Building,11372,MANHATTAN,Open,Resolution for complaint 8681
8683,12/19/2023 12:00:00 AM,,FDNY,Street Condition,Descriptor for Street Light Condition,Residential Building,11201,BRONX,Open,Resolution for complaint 8682
8684,07/05/2023 12:00:00 AM,05/15/2023 12:00:00 AM,DOB,Noise - Residential,Descriptor for Street Condition,Park/Playground,10451,BROOKLYN,Open,Resolution for complaint 8683
8685,02/19/2023 12:00:00 AM,09/04/2023 12:00:00 AM,NYPD,Illegal Parking,Descriptor for Air Quality,Street/Sidewalk,10301,MANHATTAN,In Progress,Resolution for complaint 8684
8686,10/01/2023 12:00:00 AM,11/25/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Sanitation Condition,Street/Sidewalk,11201,STATEN ISLAND,Open,
8687,10/24/2023 12:00:00 AM,09/04/2023 12:00:00 AM,DOB,Heat/Hot Water,Descriptor for Street Condition,Street/Sidewalk,10003,STATEN ISLAND,Open,Resolution for complaint 8686
8688,06/30/2023 12:00:00 AM,02/01/2023 12:00:00 AM,HPD,Noise - Residential,Descriptor for Sanitation Condition,School,10451,QUEENS,Pending,
8689,03/15/2023 12:00:00 AM,,NYPD,Water System,Descriptor for Street Condition,Residential Building,11201,MANHATTAN,Pending,Resolution for complaint 8688
8690,01/07/2023 12:00:00 AM,06/07/2023 12:00:00 AM,DPR,Sanitation Condition,Descriptor for Graffiti,Street/Sidewalk,11201,BROOKLYN,Pending,Resolution for complaint 8689
8691,03/12/2023 12:00:00 AM,09/29/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Sanitation Condition,Park/Playground,11215,BRONX,Closed,Resolution for complaint 8690
8692,09/23/2023 12:00:00 AM,,DEP,Traffic Signal Condition,Descriptor for Plumbing,Residential Building,11372,MANHATTAN,Closed,
8693,05/25/2023 12:00:00 AM,,HPD,Paint/Plaster,Descriptor for Building/Use,Commercial Building,10301,STATEN ISLAND,Pending,Resolution for complaint 8692
8694,07/10/2023 12:00:00 AM,02/07/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Blocked Driveway,Park/Playground,10001,QUEENS,Closed,Resolution for complaint 8693
8695,09/06/2023 12:00:00 AM,09/15/2023 12:00:00 AM,HPD,Heat/Hot Water,Descriptor for Graffiti,Commercial Building,10002,BROOKLYN,In Progress,Resolution for complaint 8694
8696,07/30/2023 12:00:00 AM,12/28/2023 12:00:00 AM,DOB,Water System,Descriptor for Rodent,Residential Building,10002,MANHATTAN,Pending,Resolution for complaint 8695
8697,06/24/2023 12:00:00 AM,04/03/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Water System,Residential Building,10301,QUEENS,Closed,Resolution for complaint 8696
8698,03/25/2023 12:00:00 AM,03/24/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Traffic Signal Condition,Street/Sidewalk,11372,BROOKLYN,Closed,
8699,02/22/2023 12:00:00 AM,06/20/2023 12:00:00 AM,NYPD,Graffiti,Descriptor for Paint/Plaster,Park/Playground,10451,MANHATTAN,Closed,Resolution for complaint 8698
8700,04/22/2023 12:00:00 AM,,DOB,Paint/Plaster,Descriptor for Street Condition,Park/Playground,10451,MANHATTAN,In Progress,
8701,03/21/2023 12:00:00 AM,12/17/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Plumbing,Street/Sidewalk,10002,STATEN ISLAND,In Progress,Resolution for complaint 8700
8702,09/15/2023 12:00:00 AM,03/17/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Air Quality,Street/Sidewalk,11215,STATEN ISLAND,Pending,Resolution for complaint 8701
8703,04/24/2023 12:00:00 AM,04/06/2023 12:00:00 AM,DSNY,Graffiti,Descriptor for Street Condition,Park/Playground,11215,BRONX,In Progress,Resolution for complaint 8702
8704,04/07/2023 12:00:00 AM,06/03/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Sanitation Condition,Commercial Building,10451,MANHATTAN,Closed,Resolution for complaint 8703
8705,10/14/2023 12:00:00 AM,08/18/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Graffiti,School,10451,BRONX,Closed,Resolution for complaint 8704
8706,11/11/2023 12:00:00 AM,05/09/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Paint/Plaster,Commercial Building,11372,STATEN ISLAND,Open,Resolution for complaint 8705
8707,12/20/2023 12:00:00 AM,,FDNY,Building/Use,Descriptor for Rodent,Residential Building,11215,BRONX,Closed,Resolution for complaint 8706
8708,09/27/2023 12:00:00 AM,07/13/2023 12:00:00 AM,DEP,Rodent,Descriptor for Sanitation Condition,Commercial Building,10001,BROOKLYN,Closed,Resolution for complaint 8707
8709,09/30/2023 12:00:00 AM,03/15/2023 12:00:00 AM,HPD,Noise - Residential,Descriptor for Illegal Parking,Street/Sidewalk,11372,QUEENS,Closed,Resolution for complaint 8708
8710,12/31/2023 12:00:00 AM,02/04/2023 12:00:00 AM,DEP,Air Quality,Descriptor for Building/Use,Commercial Building,10301,BRONX,Closed,Resolution for complaint 8709
8711,10/10/2023 12:00:00 AM,12/28/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Air Quality,School,10002,MANHATTAN,In Progress,Resolution for complaint 8710
8712,12/26/2023 12:00:00 AM,,DPR,Heat/Hot Water,Descriptor for Illegal Parking,Street/Sidewalk,10001,QUEENS,Open,Resolution for complaint 8711
8713,02/28/2023 12:00:00 AM,10/08/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Traffic Signal Condition,School,10301,BRONX,Open,
8714,08/02/2023 12:00:00 AM,07/25/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Illegal Parking,Commercial Building,10001,BROOKLYN,Closed,Resolution for complaint 8713
8715,08/24/2023 12:00:00 AM,12/21/2023 12:00:00 AM,NYPD,Traffic Signal Condition,Descriptor for Traffic Signal Condition,Residential Building,10451,BRONX,Pending,Resolution for complaint 8714
8716,02/09/2023 12:00:00 AM,,HPD,Noise - Residential,Descriptor for Traffic Signal Condition,Park/Playground,10002,STATEN ISLAND,Pending,Resolution for complaint 8715
8717,03/01/2023 12:00:00 AM,04/22/2023 12:00:00 AM,DEP,Paint/Plaster,Descriptor for Air Quality,Street/Sidewalk,10002,STATEN ISLAND,In Progress,Resolution for complaint 8716
8718,03/09/2023 12:00:00 AM,08/09/2023 12:00:00 AM,DOT,Building/Use,Descriptor for Water System,Commercial Building,11215,BRONX,Pending,
8719,01/09/2023 12:00:00 AM,09/01/2023 12:00:00 AM,DOB,Water System,Descriptor for Illegal Parking,Park/Playground,10001,QUEENS,Closed,Resolution for complaint 8718
8720,09/03/2023 12:00:00 AM,07/28/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Heat/Hot Water,School,10003,BRONX,Closed,Resolution for complaint 8719
8721,06/28/2023 12:00:00 AM,12/22/2023 12:00:00 AM,FDNY,Plumbing,Descriptor for Noise - Residential,Residential Building,10003,QUEENS,Open,
8722,06/09/2023 12:00:00 AM,,NYPD,Graffiti,Descriptor for Traffic Signal Condition,Residential Building,11201,MANHATTAN,In Progress,Resolution for complaint 8721
8723,12/20/2023 12:00:00 AM,,DSNY,Sanitation Condition,Descriptor for Street Light Condition,Park/Playground,11372,QUEENS,Closed,Resolution for complaint 8722
8724,07/05/2023 12:00:00 AM,09/25/2023 12:00:00 AM,DEP,Plumbing,Descriptor for Street Condition,Commercial Building,10451,QUEENS,In Progress,Resolution for complaint 8723
8725,03/13/2023 12:00:00 AM,10/30/2023 12:00:00 AM,HPD,Traffic Signal Condition,Descriptor for Heat/Hot Water,Commercial Building,10001,BRONX,Closed,Resolution for complaint 8724
8726,08/15/2023 12:00:00 AM,04/01/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Rodent,Park/Playground,10451,STATEN ISLAND,Pending,Resolution for complaint 8725
8727,11/02/2023 12:00:00 AM,,DOT,Paint/Plaster,Descriptor for Rodent,Park/Playground,11372,BRONX,Open,Resolution for complaint 8726
8728,09/25/2023 12:00:00 AM,07/09/2023 12:00:00 AM,HPD,Building/Use,Descriptor for Rodent,School,11372,MANHATTAN,Open,Resolution for complaint 8727
8729,06/25/2023 12:00:00 AM,05/13/2023 12:00:00 AM,DSNY,Street Light Condition,Descriptor for Street Condition,Commercial Building,11372,BRONX,Closed,Resolution for complaint 8728
8730,03/30/2023 12:00:00 AM,,FDNY,Water System,Descriptor for Air Quality,Park/Playground,10003,BROOKLYN,Closed,Resolution for complaint 8729
8731,12/30/2023 12:00:00 AM,12/18/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Paint/Plaster,Residential Building,10003,STATEN ISLAND,Pending,
8732,06/05/2023 12:00:00 AM,11/06/2023 12:00:00 AM,NYPD,Blocked Driveway,Descriptor for Rodent,Street/Sidewalk,11372,QUEENS,In Progress,Resolution for complaint 8731
8733,01/15/2023 12:00:00 AM,08/31/2023 12:00:00 AM,DPR,Air Quality,Descriptor for Paint/Plaster,Street/Sidewalk,10001,BROOKLYN,Closed,Resolution for complaint 8732
8734,03/02/2023 12:00:00 AM,,FDNY,Building/Use,Descriptor for Rodent,School,11215,BRONX,Open,Resolution for complaint 8733
8735,04/24/2023 12:00:00 AM,02/12/2023 12:00:00 AM,NYPD,Graffiti,Descriptor for Graffiti,Residential Building,11215,BRONX,Closed,Resolution for complaint 8734
8736,03/07/2023 12:00:00 AM,06/17/2023 12:00:00 AM,NYPD,Graffiti,Descriptor for Blocked Driveway,Residential Building,11201,QUEENS,In Progress,Resolution for complaint 8735
8737,12/22/2023 12:00:00 AM,08/19/2023 12:00:00 AM,DEP,Sanitation Condition,Descriptor for Air Quality,Residential Building,10451,STATEN ISLAND,Pending,Resolution for complaint 8736
8738,03/14/2023 12:00:00 AM,05/12/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Graffiti,Street/Sidewalk,10001,BROOKLYN,Open,Resolution for complaint 8737
8739,12/19/2023 12:00:00 AM,06/10/2023 12:00:00 AM,DPR,Paint/Plaster,Descriptor for Rodent,School,11215,STATEN ISLAND,Pending,Resolution for complaint 8738
8740,04/27/2023 12:00:00 AM,,DEP,Heat/Hot Water,Descriptor for Building/Use,Residential Building,11215,MANHATTAN,Pending,Resolution for complaint 8739
8741,06/07/2023 12:00:00 AM,06/14/2023 12:00:00 AM,FDNY,Air Quality,Descriptor for Noise - Residential,Commercial Building,10451,STATEN ISLAND,In Progress,Resolution for complaint 8740
8742,03/06/2023 12:00:00 AM,01/30/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Street Light Condition,School,10002,BRONX,Closed,
8743,04/18/2023 12:00:00 AM,09/14/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Building/Use,Commercial Building,10002,MANHATTAN,In Progress,Resolution for complaint 8742
8744,03/08/2023 12:00:00 AM,08/26/2023 12:00:00 AM,FDNY,Water System,Descriptor for Traffic Signal Condition,Residential Building,10301,MANHATTAN,Open,
8745,02/10/2023 12:00:00 AM,06/23/2023 12:00:00 AM,HPD,Air Quality,Descriptor for Street Condition,Residential Building,11215,BROOKLYN,Pending,Resolution for complaint 8744
8746,08/06/2023 12:00:00 AM,03/23/2023 12:00:00 AM,NYPD,Illegal Parking,Descriptor for Paint/Plaster,School,11372,BRONX,Pending,Resolution for complaint 8745
8747,12/20/2023 12:00:00 AM,02/09/2023 12:00:00 AM,NYPD,Street Condition,Descriptor for Blocked Driveway,Commercial Building,10301,BROOKLYN,Pending,Resolution for complaint 8746
8748,02/27/2023 12:00:00 AM,01/15/2023 12:00:00 AM,DSNY,Plumbing,Descriptor for Sanitation Condition,School,11372,QUEENS,In Progress,Resolution for complaint 8747
8749,02/09/2023 12:00:00 AM,,DPR,Plumbing,Descriptor for Building/Use,Residential Building,10301,QUEENS,Open,Resolution for complaint 8748
8750,01/10/2023 12:00:00 AM,05/13/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Building/Use,Residential Building,10451,BROOKLYN,Pending,
8751,09/05/2023 12:00:00 AM,,DPR,Street Light Condition,Descriptor for Rodent,Residential Building,10003,MANHATTAN,Closed,Resolution for complaint 8750
8752,08/09/2023 12:00:00 AM,,DEP,Air Quality,Descriptor for Illegal Parking,Residential Building,10451,BROOKLYN,Open,Resolution for complaint 8751
8753,01/22/2023 12:00:00 AM,,DOT,Illegal Parking,Descriptor for Traffic Signal Condition,Commercial Building,11201,BROOKLYN,Closed,Resolution for complaint 8752
8754,04/11/2023 12:00:00 AM,03/08/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Paint/Plaster,Park/Playground,10451,MANHATTAN,Open,Resolution for complaint 8753
8755,02/25/2023 12:00:00 AM,04/16/2023 12:00:00 AM,DSNY,Sanitation Condition,Descriptor for Rodent,Residential Building,10001,MANHATTAN,Closed,Resolution for complaint 8754
8756,01/17/2023 12:00:00 AM,,HPD,Noise - Residential,Descriptor for Illegal Parking,Street/Sidewalk,10001,BROOKLYN,In Progress,
8757,12/04/2023 12:00:00 AM,03/31/2023 12:00:00 AM,DEP,Illegal Parking,Descriptor for Noise - Residential,Street/Sidewalk,10301,BRONX,Pending,Resolution for complaint 8756
8758,09/20/2023 12:00:00 AM,03/17/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Street Light Condition,Commercial Building,11201,MANHATTAN,Pending,Resolution for complaint 8757
8759,10/31/2023 12:00:00 AM,02/24/2023 12:00:00 AM,HPD,Street Condition,Descriptor for Building/Use,Street/Sidewalk,10001,BRONX,Closed,Resolution for complaint 8758
8760,01/31/2023 12:00:00 AM,08/26/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Heat/Hot Water,Commercial Building,11201,QUEENS,Closed,Resolution for complaint 8759
8761,08/29/2023 12:00:00 AM,11/30/2023 12:00:00 AM,HPD,Illegal Parking,Descriptor for Rodent,School,10451,QUEENS,In Progress,Resolution for complaint 8760
8762,03/02/2023 12:00:00 AM,08/07/2023 12:00:00 AM,DSNY,Plumbing,Descriptor for Traffic Signal Condition,Park/Playground,11372,QUEENS,Closed,Resolution for complaint 8761
8763,05/10/2023 12:00:00 AM,09/09/2023 12:00:00 AM,DPR,Graffiti,Descriptor for Rodent,School,10001,BRONX,Closed,Resolution for complaint 8762
8764,01/23/2023 12:00:00 AM,,FDNY,Building/Use,Descriptor for Plumbing,Street/Sidewalk,10301,STATEN ISLAND,Pending,Resolution for complaint 8763
8765,02/03/2023 12:00:00 AM,,HPD,Graffiti,Descriptor for Building/Use,School,10301,BROOKLYN,Open,
8766,06/04/2023 12:00:00 AM,03/22/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Street Condition,School,11215,STATEN ISLAND,Closed,Resolution for complaint 8765
